polymer_name,backbone,side_chain,side_chain_type,side_chain_length,side_chain_design_intent,device_type,transport_regime,film_thickness,channel_length,molecular_weight_mn,molecular_weight_mw,dispersity,mobility_h,mobility_e,capacitance,uc_star,pce,jsc,voc,ff,crystallinity,pi_pi_spacing,lamellar_spacing,experiment_condition,processing_method,processing_solvent,synthesis_solvent,electrolyte,measurement_method,notes,_source_file,_source_path,_config_name
P2:PC71BM,fluorene-thiophene copolymer,conjugated side-chain pending cyanoacetate (octyl cyanoacetate),conjugated acceptor,C8,extend absorption and improve miscibility,OPV,electronic,90 nm,N/A,"59,158","205,743",3.48,2.12  107 cm2/V s,N/A,N/A,N/A,0.48%,1.45 mA/cm2,0.80 V,0.41,N/A,N/A,N/A,"AM 1.5 G, 100 mW/cm2",spin coating,chloroform,pyridine,N/A,ITO/PEDOT:PSS/photoactive layer/Al,coarser surface,345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated/345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated/pdf/345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated.txt,text_mining_GPT_extended
P3,fluorene-thiophene copolymer,conjugated side-chain pending malononitrile,conjugated acceptor,N/A,extend absorption and improve miscibility,N/A,N/A,N/A,N/A,"48,330","162,390",3.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,chloroform and pyridine,N/A,N/A,stronger ICT interaction,345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated/345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated/pdf/345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated.txt,text_mining_GPT_extended
P3:PC71BM,fluorene-thiophene copolymer,conjugated side-chain pending malononitrile,conjugated acceptor,N/A,extend absorption and improve miscibility,OPV,electronic,50 nm,N/A,"48,330","162,390",3.36,6.13  107 cm2/V s,N/A,N/A,N/A,1.33%,4.33 mA/cm2,0.90 V,0.34,N/A,N/A,N/A,"AM 1.5 G, 100 mW/cm2",spin coating,chloroform,chloroform and pyridine,N/A,ITO/PEDOT:PSS/photoactive layer/Al,reduced phase separation scale,345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated/345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated/pdf/345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated.txt,text_mining_GPT_extended
P(DPP-SSS),Diketopyrrolopyrrole-based copolymer,SSS,N/A,N/A,π-extended donating units,TFT,electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.75 Å,20.76 Å,thermal annealing,thermal annealing,N/A,N/A,N/A,BCBG-TFT (OTS-SiO2/Si gate),annealed film,305_doi-10%2E1039%2Fc4py01112k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/305_doi-10%2E1039%2Fc4py01112k/305_doi-10%2E1039%2Fc4py01112k/pdf/305_doi-10%2E1039%2Fc4py01112k.txt,text_mining_GPT_extended
P(DPP-TST),Diketopyrrolopyrrole-based copolymer,TST,N/A,N/A,π-extended donating units,TFT,electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.62 Å,20.48 Å,thermal annealing,thermal annealing,N/A,N/A,N/A,BCBG-TFT (OTS-SiO2/Si gate),annealed film,305_doi-10%2E1039%2Fc4py01112k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/305_doi-10%2E1039%2Fc4py01112k/305_doi-10%2E1039%2Fc4py01112k/pdf/305_doi-10%2E1039%2Fc4py01112k.txt,text_mining_GPT_extended
P(DPP-TTT),Diketopyrrolopyrrole-based copolymer,TTT,N/A,N/A,π-extended donating units,TFT,electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.66 Å,20.11 Å,thermal annealing,thermal annealing,N/A,N/A,N/A,BCBG-TFT (OTS-SiO2/Si gate),annealed film,305_doi-10%2E1039%2Fc4py01112k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/305_doi-10%2E1039%2Fc4py01112k/305_doi-10%2E1039%2Fc4py01112k/pdf/305_doi-10%2E1039%2Fc4py01112k.txt,text_mining_GPT_extended
P(DPP-TPhT),Diketopyrrolopyrrole-based copolymer,TPhT,N/A,N/A,π-extended donating units,TFT,electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.74 Å,20.05 Å,thermal annealing,thermal annealing,N/A,N/A,N/A,BCBG-TFT (OTS-SiO2/Si gate),annealed film,305_doi-10%2E1039%2Fc4py01112k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/305_doi-10%2E1039%2Fc4py01112k/305_doi-10%2E1039%2Fc4py01112k/pdf/305_doi-10%2E1039%2Fc4py01112k.txt,text_mining_GPT_extended
P1,DPP-based with pyrazine flanked by thiophenes,amide-containing side chains,amide,hexanoyl,promote intramolecular H-bonds,OFET,electronic,∼40 nm,50 μm,N/A,N/A,N/A,0.163 cm2/Vs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,25.1 Å,thermal annealing at 170 °C for 1 h,spin-coating,chlorobenzene,N/A,N/A,"bottom-gate, top-contact OFETs (OTS-treated)",well-deﬁned domains at the nanoscale,384_precise-control-of-noncovalent-interactions-in-semiconducting-polymers-for-high-performance-organic-field-effect.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/384_precise-control-of-noncovalent-interactions-in-semiconducting-polymers-for-high-performance-organic-field-effect/384_precise-control-of-noncovalent-interactions-in-semiconducting-polymers-for-high-performance-organic-field-effect/pdf/384_precise-control-of-noncovalent-interactions-in-semiconducting-polymers-for-high-performance-organic-field-effect.txt,text_mining_GPT_extended
P2,DPP-based with benzene flanked by thiophenes,amide-containing side chains,amide,hexanoyl,promote intermolecular H-bonds,OFET,electronic,∼40 nm,50 μm,N/A,N/A,N/A,0.00023 cm2/Vs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,23.3 Å,thermal annealing at 170 °C for 1 h,spin-coating,chlorobenzene,N/A,N/A,"bottom-gate, top-contact OFETs (OTS-treated)",smaller aggregated and interconnected domains,384_precise-control-of-noncovalent-interactions-in-semiconducting-polymers-for-high-performance-organic-field-effect.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/384_precise-control-of-noncovalent-interactions-in-semiconducting-polymers-for-high-performance-organic-field-effect/384_precise-control-of-noncovalent-interactions-in-semiconducting-polymers-for-high-performance-organic-field-effect/pdf/384_precise-control-of-noncovalent-interactions-in-semiconducting-polymers-for-high-performance-organic-field-effect.txt,text_mining_GPT_extended
PTBT-ID,TBT donor and isoindigo acceptor,2-ethylhexyl; 2-hexyldecyl,alkyl; alkoxy,2-ethylhexyl; 2-hexyldecyl,N/A,OPV,electronic,N/A,N/A,20.8 kg mol-1,N/A,1.88,3.5  107 cm2 V1 s1,N/A,N/A,N/A,1.05%,2.39 mA cm-2,0.80 V,0.55,semi-crystalline,4.19 Å,17.87 Å,polymer:PC61BM 1:1.5; CHCl3:DCB 3:1; AM1.5G 100 mW cm-2,solution processing,CHCl3:DCB = 3:1 (v/v),toluene/DMF,N/A,ITO/MoO3/polymer:PC61BM/LiF/Al stack,serious phase separation,327_1-s2.0-S1566119915000683-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/327_1-s2.0-S1566119915000683-main/327_1-s2.0-S1566119915000683-main/pdf/327_1-s2.0-S1566119915000683-main.txt,text_mining_GPT_extended
PTBT-HTID,TBT-hexylthiophene-isoindigo D-A,2-ethylhexyl; 2-hexyldecyl,alkyl; alkoxy,2-ethylhexyl; 2-hexyldecyl,improve aggregation and morphology,OPV,electronic,N/A,N/A,15.2 kg mol-1,N/A,1.36,7.4  105 cm2 V1 s1,N/A,N/A,N/A,3.71%,8.87 mA cm-2,0.71 V,0.59,semi-crystalline,3.70 Å,15.93 Å,polymer:PC61BM 1:1.5; CHCl3:DCB 3:1; AM1.5G 100 mW cm-2,solution processing,CHCl3:DCB = 3:1 (v/v),toluene/DMF,N/A,ITO/MoO3/polymer:PC61BM/LiF/Al stack,better microphase separation,327_1-s2.0-S1566119915000683-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/327_1-s2.0-S1566119915000683-main/327_1-s2.0-S1566119915000683-main/pdf/327_1-s2.0-S1566119915000683-main.txt,text_mining_GPT_extended
PTBT-HTID-DPP,TBT-hexylthiophene-isoindigo-DPP terpolymer,2-ethylhexyl; 2-hexyldecyl,alkyl; alkoxy,2-ethylhexyl; 2-hexyldecyl,extend absorption; tune aggregation and morphology,OPV,electronic,N/A,N/A,13.1 kg mol-1,N/A,1.37,1.3  104 cm2 V1 s1,N/A,N/A,N/A,4.20%,11.13 mA cm-2,0.66 V,0.57,semi-crystalline,3.77 Å,15.30 Å,polymer:PC61BM 1:1.5; CHCl3:DCB 3:1; AM1.5G 100 mW cm-2,solution processing,CHCl3:DCB = 3:1 (v/v),toluene/DMF,N/A,ITO/MoO3/polymer:PC61BM/LiF/Al stack,smallest domain size,327_1-s2.0-S1566119915000683-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/327_1-s2.0-S1566119915000683-main/327_1-s2.0-S1566119915000683-main/pdf/327_1-s2.0-S1566119915000683-main.txt,text_mining_GPT_extended
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,annealed at 80 ºC,spin-coating,N/A,N/A,N/A,N/A,N/A,N/A,397_Adv Funct Materials - 2005 - van%E2%80%89Breemen - High%E2%80%90Performance Solution%E2%80%90Processable Poly p%E2%80%90phenylene vinylene s for Air%E2%80%90Stable.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/397_Adv Funct Materials - 2005 - van%E2%80%89Breemen - High%E2%80%90Performance Solution%E2%80%90Processable Poly p%E2%80%90phenylene vinylene s for Air%E2%80%90Stable/397_Adv Funct Materials - 2005 - van%E2%80%89Breemen - High%E2%80%90Performance Solution%E2%80%90Processable Poly p%E2%80%90phenylene vinylene s for Air%E2%80%90Stable/pdf/397_Adv Funct Materials - 2005 - van%E2%80%89Breemen - High%E2%80%90Performance Solution%E2%80%90Processable Poly p%E2%80%90phenylene vinylene s for Air%E2%80%90Stable.txt,text_mining_GPT_extended
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,annealed at 110 ºC,spin-coating,N/A,N/A,N/A,N/A,N/A,N/A,397_Adv Funct Materials - 2005 - van%E2%80%89Breemen - High%E2%80%90Performance Solution%E2%80%90Processable Poly p%E2%80%90phenylene vinylene s for Air%E2%80%90Stable.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/397_Adv Funct Materials - 2005 - van%E2%80%89Breemen - High%E2%80%90Performance Solution%E2%80%90Processable Poly p%E2%80%90phenylene vinylene s for Air%E2%80%90Stable/397_Adv Funct Materials - 2005 - van%E2%80%89Breemen - High%E2%80%90Performance Solution%E2%80%90Processable Poly p%E2%80%90phenylene vinylene s for Air%E2%80%90Stable/pdf/397_Adv Funct Materials - 2005 - van%E2%80%89Breemen - High%E2%80%90Performance Solution%E2%80%90Processable Poly p%E2%80%90phenylene vinylene s for Air%E2%80%90Stable.txt,text_mining_GPT_extended
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,annealed at 150 ºC,spin-coating,N/A,N/A,N/A,N/A,N/A,N/A,397_Adv Funct Materials - 2005 - van%E2%80%89Breemen - High%E2%80%90Performance Solution%E2%80%90Processable Poly p%E2%80%90phenylene vinylene s for Air%E2%80%90Stable.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/397_Adv Funct Materials - 2005 - van%E2%80%89Breemen - High%E2%80%90Performance Solution%E2%80%90Processable Poly p%E2%80%90phenylene vinylene s for Air%E2%80%90Stable/397_Adv Funct Materials - 2005 - van%E2%80%89Breemen - High%E2%80%90Performance Solution%E2%80%90Processable Poly p%E2%80%90phenylene vinylene s for Air%E2%80%90Stable/pdf/397_Adv Funct Materials - 2005 - van%E2%80%89Breemen - High%E2%80%90Performance Solution%E2%80%90Processable Poly p%E2%80%90phenylene vinylene s for Air%E2%80%90Stable.txt,text_mining_GPT_extended
p(C2g3T2-TT),"3,3’-dialkoxybithiophene-thienothiophene backbone",methyl end-capped tetraethylene glycol (no spacer),EG,C2,reduce swelling; improve mobility,OECT; OFET,mixed ionic-electronic,203 nm,N/A,83.4 kDa,N/A,1.36,6.60 ± 1.74 cm2/Vs,N/A,N/A,1099 ± 121.0 F cm^-1 V^-1 s^-1,N/A,N/A,N/A,N/A,semi-crystalline,N/A,N/A,0.1 M NaCl (aq),processed from chloroform,chloroform,N/A,0.1 M NaCl (aq),Top-gate bottom-contact OFET; OECT,more distinct crystalline features,366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage/pdf/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage.txt,text_mining_GPT_extended
p(C4g3T2-TT),"3,3’-dialkoxybithiophene-thienothiophene backbone",methyl end-capped triethylene glycol with C4 alkyl spacer,EG and alkyl,C4,reduce swelling; improve mobility,OECT; OFET,mixed ionic-electronic,142 nm,N/A,130.5 kDa,N/A,2.06,1.48 ± 0.15 cm2/Vs,N/A,N/A,380.3 ± 25.4 F cm^-1 V^-1 s^-1,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,0.1 M NaCl (aq),processed from chloroform,chloroform,N/A,0.1 M NaCl (aq),Top-gate bottom-contact OFET; OECT,backbone twisting,366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage/pdf/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage.txt,text_mining_GPT_extended
p(C6g3T2-TT),"3,3’-dialkoxybithiophene-thienothiophene backbone",methyl end-capped triethylene glycol with C6 alkyl spacer,EG and alkyl,C6,reduce swelling; improve mobility,OECT; OFET,mixed ionic-electronic,197 nm,N/A,114.3 kDa,N/A,2.07,1.64 ± 0.22 cm2/Vs,N/A,N/A,267.8 ± 3.1 F cm^-1 V^-1 s^-1,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,0.1 M NaCl (aq),processed from chloroform,chloroform,N/A,0.1 M NaCl (aq),Top-gate bottom-contact OFET; OECT,backbone twisting,366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage/pdf/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage.txt,text_mining_GPT_extended
p(C8g3T2-TT),"3,3’-dialkoxybithiophene-thienothiophene backbone",methyl end-capped triethylene glycol with C8 alkyl spacer,EG and alkyl,C8,reduce swelling; improve mobility,OECT; OFET,mixed ionic-electronic,145 nm,N/A,110.6 kDa,N/A,2.55,0.98 ± 0.12 cm2/Vs,N/A,N/A,189.2 ± 21.2 F cm^-1 V^-1 s^-1,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,0.1 M NaCl (aq),processed from chloroform,chloroform,N/A,0.1 M NaCl (aq),Top-gate bottom-contact OFET; OECT,backbone twisting,366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage/pdf/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage.txt,text_mining_GPT_extended
p(C2g3T2-TT) L-MW,"3,3’-dialkoxybithiophene-thienothiophene backbone",methyl end-capped tetraethylene glycol (no spacer),EG,C2,reduce swelling; improve mobility,OECT; OFET,mixed ionic-electronic,183 nm,N/A,7.1 kDa,N/A,1.91,4.45 ± 0.45 cm2/Vs,N/A,N/A,524.8 ± 20.6 F cm^-1 V^-1 s^-1,N/A,N/A,N/A,N/A,semi-crystalline,N/A,N/A,0.1 M NaCl (aq),processed from chloroform,chloroform,N/A,0.1 M NaCl (aq),Top-gate bottom-contact OFET; OECT,reduced swelling,366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage/pdf/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage.txt,text_mining_GPT_extended
p(C4g3T2-TT) L-MW,"3,3’-dialkoxybithiophene-thienothiophene backbone",methyl end-capped triethylene glycol with C4 alkyl spacer,EG and alkyl,C4,reduce swelling; improve mobility,OECT; OFET,mixed ionic-electronic,139 nm,N/A,10.0 kDa,N/A,2.14,3.36 ± 0.43 cm2/Vs,N/A,N/A,271.8 ± 9.8 F cm^-1 V^-1 s^-1,N/A,N/A,N/A,N/A,semi-crystalline,N/A,N/A,0.1 M NaCl (aq),processed from chloroform,chloroform,N/A,0.1 M NaCl (aq),Top-gate bottom-contact OFET; OECT,more defined crystalline features,366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage/pdf/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage.txt,text_mining_GPT_extended
p(C6g3T2-TT) L-MW,"3,3’-dialkoxybithiophene-thienothiophene backbone",methyl end-capped triethylene glycol with C6 alkyl spacer,EG and alkyl,C6,reduce swelling; improve mobility,OECT; OFET,mixed ionic-electronic,103 nm,N/A,11.6 kDa,N/A,2.59,0.91 ± 0.10 cm2/Vs,N/A,N/A,266.5 ± 1.2 F cm^-1 V^-1 s^-1,N/A,N/A,N/A,N/A,semi-crystalline,N/A,N/A,0.1 M NaCl (aq),processed from chloroform,chloroform,N/A,0.1 M NaCl (aq),Top-gate bottom-contact OFET; OECT,N/A,366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage/pdf/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage.txt,text_mining_GPT_extended
p(C8g3T2-TT) L-MW,"3,3’-dialkoxybithiophene-thienothiophene backbone",methyl end-capped triethylene glycol with C8 alkyl spacer,EG and alkyl,C8,reduce swelling; improve mobility,OECT; OFET,mixed ionic-electronic,100 nm,N/A,5.9 kDa,N/A,1.92,2.95 ± 0.24 cm2/Vs,N/A,N/A,426.3 ± 14.1 F cm^-1 V^-1 s^-1,N/A,N/A,N/A,N/A,semi-crystalline,N/A,N/A,0.1 M NaCl (aq),processed from chloroform,chloroform,N/A,0.1 M NaCl (aq),Top-gate bottom-contact OFET; OECT,N/A,366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage/pdf/366_Angew Chem Int Ed - 2024 - Yu - The Influence of Alkyl Spacers and Molecular Weight on the Charge Transport and Storage.txt,text_mining_GPT_extended
C12,polythiophene,dodecyl,alkyl,C12,solubility,OFET,electronic,around 255 nm,30 μm,14.0 K,N/A,N/A,(4.2 ± 1.7) × 10−4 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,0.40 nm,2.72 nm,as-cast,spin-coated,CHCl3,N/A,N/A,top-contact bottom-gate configuration,misoriented crystallites,369_1-s2.0-S0032386125003775-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/369_1-s2.0-S0032386125003775-main/369_1-s2.0-S0032386125003775-main/pdf/369_1-s2.0-S0032386125003775-main.txt,text_mining_GPT_extended
T-C12,thiophene-containing backbone,dodecyl,alkyl,C12,solubility,OFET,electronic,around 255 nm,30 μm,13.5 K,N/A,N/A,(2.3 ± 0.4) × 10−2 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,0.39 nm,1.98 nm,as-cast,spin-coated,CHCl3,N/A,N/A,top-contact bottom-gate configuration,partially oriented crystallites,369_1-s2.0-S0032386125003775-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/369_1-s2.0-S0032386125003775-main/369_1-s2.0-S0032386125003775-main/pdf/369_1-s2.0-S0032386125003775-main.txt,text_mining_GPT_extended
