polymer_name,backbone,side_chain,side_chain_type,side_chain_length,side_chain_design_intent,device_type,transport_regime,film_thickness,channel_length,molecular_weight_mn,molecular_weight_mw,dispersity,mobility_h,mobility_e,capacitance,uc_star,pce,jsc,voc,ff,crystallinity,pi_pi_spacing,lamellar_spacing,experiment_condition,processing_method,processing_solvent,synthesis_solvent,electrolyte,measurement_method,notes,_source_file,_source_path,_config_name
pNB-TzDP,NDTI–BTI–Tz (pseudo-straight-line backbone),3-decylpentadecyl (DP),alkyl,DP,packing control,OTFT; OTE,electronic,N/A,N/A,15.4 kg mol−1,N/A,2.3,N/A,0.55 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,3.45 Å,22.1 Å,30 mol% N-DMBI; annealed 120 °C 8 h,spin-coating,chlorobenzene,N/A,N/A,TC/BG OTFT; four-probe conductivity,bimodal orientation with both face-on and edge-on fractions,496_Advanced Materials - 2020 - Wang - Naphthodithiophenediimide Bithiopheneimide Copolymers for High%E2%80%90Performance n%E2%80%90Type.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/496_Advanced Materials - 2020 - Wang - Naphthodithiophenediimide Bithiopheneimide Copolymers for High%E2%80%90Performance n%E2%80%90Type/496_Advanced Materials - 2020 - Wang - Naphthodithiophenediimide Bithiopheneimide Copolymers for High%E2%80%90Performance n%E2%80%90Type/pdf/496_Advanced Materials - 2020 - Wang - Naphthodithiophenediimide Bithiopheneimide Copolymers for High%E2%80%90Performance n%E2%80%90Type.txt,text_mining_GPT_extended
PNDI2TEG-2Tz (P-3O),naphthalenediimide-dialkoxybithiazole (NDI-2Tz),TEG,OEG,N/A,host−dopant miscibility,OTE,electronic,N/A,N/A,46 kDa,N/A,N/A,N/A,1.40 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,3.47 nm,N/A,5-wt% N-DMBI,spin coating,CHCl3,N/A,N/A,MIS admittance & in-plane TE measurement,edge-on orientation,497_impact-of-oligo%28ethylene-glycol%29-side-chains-on-the-thermoelectric-properties-of-naphthalenediimide-dialkoxybithiazole.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/497_impact-of-oligo%28ethylene-glycol%29-side-chains-on-the-thermoelectric-properties-of-naphthalenediimide-dialkoxybithiazole/497_impact-of-oligo%28ethylene-glycol%29-side-chains-on-the-thermoelectric-properties-of-naphthalenediimide-dialkoxybithiazole/pdf/497_impact-of-oligo%28ethylene-glycol%29-side-chains-on-the-thermoelectric-properties-of-naphthalenediimide-dialkoxybithiazole.txt,text_mining_GPT_extended
PNDI2HexEG-2Tz (P-6O),naphthalenediimide-dialkoxybithiazole (NDI-2Tz),HexEG,OEG,N/A,host−dopant miscibility,OTE,electronic,N/A,N/A,21 kDa,N/A,N/A,N/A,1.47 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,3.38 nm,N/A,5-wt% N-DMBI,spin coating,CHCl3,N/A,N/A,MIS admittance & in-plane TE measurement,bimodal packing,497_impact-of-oligo%28ethylene-glycol%29-side-chains-on-the-thermoelectric-properties-of-naphthalenediimide-dialkoxybithiazole.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/497_impact-of-oligo%28ethylene-glycol%29-side-chains-on-the-thermoelectric-properties-of-naphthalenediimide-dialkoxybithiazole/497_impact-of-oligo%28ethylene-glycol%29-side-chains-on-the-thermoelectric-properties-of-naphthalenediimide-dialkoxybithiazole/pdf/497_impact-of-oligo%28ethylene-glycol%29-side-chains-on-the-thermoelectric-properties-of-naphthalenediimide-dialkoxybithiazole.txt,text_mining_GPT_extended
PNDI2BTEG-2Tz (P-B3O),naphthalenediimide-dialkoxybithiazole (NDI-2Tz),BTEG,OEG,N/A,host−dopant miscibility,OTE,electronic,N/A,N/A,72 kDa,N/A,N/A,N/A,0.15 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,3.46 nm,N/A,5-wt% N-DMBI,spin coating,CHCl3,N/A,N/A,MIS admittance & in-plane TE measurement,reduced crystallinity,497_impact-of-oligo%28ethylene-glycol%29-side-chains-on-the-thermoelectric-properties-of-naphthalenediimide-dialkoxybithiazole.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/497_impact-of-oligo%28ethylene-glycol%29-side-chains-on-the-thermoelectric-properties-of-naphthalenediimide-dialkoxybithiazole/497_impact-of-oligo%28ethylene-glycol%29-side-chains-on-the-thermoelectric-properties-of-naphthalenediimide-dialkoxybithiazole/pdf/497_impact-of-oligo%28ethylene-glycol%29-side-chains-on-the-thermoelectric-properties-of-naphthalenediimide-dialkoxybithiazole.txt,text_mining_GPT_extended
P1,IDTT–fluoro-benzothiadiazole A–D–A backbone,hexyl-phenyl,conjugated,hexyl,study effects on OFET performance,OFET,electronic,N/A,10 µm,61.8 kDa,N/A,1.14,0.086,N/A,≈6.2 nF cm−2,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,annealed at 250 °C,spin-coated at 2000 rpm for 60 s,chlorobenzene,chlorobenzene,N/A,staggered TG/BC OFET geometry,significantly rough morphology,439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and/pdf/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and.txt,text_mining_GPT_extended
P1,IDTT–fluoro-benzothiadiazole A–D–A backbone,hexyl-phenyl,conjugated,hexyl,study effects on OFET performance,OFET,electronic,N/A,10 µm,61.8 kDa,N/A,1.14,0.074,N/A,≈6.2 nF cm−2,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,annealed at 250 °C,spin-coated at 2000 rpm for 60 s,o-dichlorobenzene,chlorobenzene,N/A,staggered TG/BC OFET geometry,N/A,439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and/pdf/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and.txt,text_mining_GPT_extended
P1,IDTT–fluoro-benzothiadiazole A–D–A backbone,hexyl-phenyl,conjugated,hexyl,study effects on OFET performance,OFET,electronic,N/A,10 µm,61.8 kDa,N/A,1.14,0.051,N/A,≈6.2 nF cm−2,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,annealed at 250 °C,spin-coated at 2000 rpm for 60 s,1-chloronaphthalene,chlorobenzene,N/A,staggered TG/BC OFET geometry,N/A,439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and/pdf/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and.txt,text_mining_GPT_extended
P2,IDTT–fluoro-benzothiadiazole A–D–A backbone,hexyl-thienyl,conjugated,hexyl,study effects on OFET performance,OFET,electronic,N/A,10 µm,42.3 kDa,N/A,1.23,0.211,N/A,≈6.2 nF cm−2,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,annealed at 250 °C,spin-coated at 2000 rpm for 60 s,chlorobenzene,chlorobenzene,N/A,staggered TG/BC OFET geometry,"smooth surface morphology, well-packed and interconnected grains",439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and/pdf/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and.txt,text_mining_GPT_extended
P2,IDTT–fluoro-benzothiadiazole A–D–A backbone,hexyl-thienyl,conjugated,hexyl,study effects on OFET performance,OFET,electronic,N/A,10 µm,42.3 kDa,N/A,1.23,0.167,N/A,≈6.2 nF cm−2,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,annealed at 250 °C,spin-coated at 2000 rpm for 60 s,o-dichlorobenzene,chlorobenzene,N/A,staggered TG/BC OFET geometry,N/A,439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and/pdf/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and.txt,text_mining_GPT_extended
P2,IDTT–fluoro-benzothiadiazole A–D–A backbone,hexyl-thienyl,conjugated,hexyl,study effects on OFET performance,OFET,electronic,N/A,10 µm,42.3 kDa,N/A,1.23,0.080,N/A,≈6.2 nF cm−2,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,annealed at 250 °C,spin-coated at 2000 rpm for 60 s,1-chloronaphthalene,chlorobenzene,N/A,staggered TG/BC OFET geometry,N/A,439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and/pdf/439_Macro Chemistry   Physics - 2017 - Opoku - Conjugated Side Chain Tuning Effect of Indacenodithieno 3 2%E2%80%90b thiophene and.txt,text_mining_GPT_extended
PNDI2TEG-2Tz,NDI-2Tz backbone,linear ethylene glycol type side chains,ethylene glycol,N/A,improve host/dopant miscibility,thermoelectric,electronic,N/A,N/A,N/A,N/A,N/A,N/A,0.035 cm2 V–1 s–1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.40 nm and 0.36 nm,2.35 nm (pristine); 2.43 nm (doped),7 wt% n-DMBI doping,N/A,N/A,N/A,N/A,N/A,fibril-textured morphologies,491_Advanced Materials - 2020 - Liu - Amphipathic Side Chain of a Conjugated Polymer Optimizes Dopant Location toward Efficient.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/491_Advanced Materials - 2020 - Liu - Amphipathic Side Chain of a Conjugated Polymer Optimizes Dopant Location toward Efficient/491_Advanced Materials - 2020 - Liu - Amphipathic Side Chain of a Conjugated Polymer Optimizes Dopant Location toward Efficient/pdf/491_Advanced Materials - 2020 - Liu - Amphipathic Side Chain of a Conjugated Polymer Optimizes Dopant Location toward Efficient.txt,text_mining_GPT_extended
PNDI2C8TEG-2Tz,NDI-2Tz backbone,alkyl spacer between backbone and ethylene glycol segment,amphipathic,N/A,control dopant location away from backbone,thermoelectric,electronic,N/A,N/A,N/A,N/A,N/A,N/A,0.048 cm2 V–1 s–1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,≈0.35 nm,≈3.25 nm,5 wt% n-DMBI doping,N/A,N/A,N/A,ion-gel,ion-gel-based MIS device,bimodal orientation,491_Advanced Materials - 2020 - Liu - Amphipathic Side Chain of a Conjugated Polymer Optimizes Dopant Location toward Efficient.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/491_Advanced Materials - 2020 - Liu - Amphipathic Side Chain of a Conjugated Polymer Optimizes Dopant Location toward Efficient/491_Advanced Materials - 2020 - Liu - Amphipathic Side Chain of a Conjugated Polymer Optimizes Dopant Location toward Efficient/pdf/491_Advanced Materials - 2020 - Liu - Amphipathic Side Chain of a Conjugated Polymer Optimizes Dopant Location toward Efficient.txt,text_mining_GPT_extended
PNDI2HexEG-2Tz,NDI-2Tz backbone,polar side chain with a length similar to the amphipathic side chain of PNDI2C8TEG-2Tz,polar,N/A,N/A,thermoelectric,electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5 wt% n-DMBI doping,N/A,N/A,N/A,N/A,N/A,facilitate the molecular doping,491_Advanced Materials - 2020 - Liu - Amphipathic Side Chain of a Conjugated Polymer Optimizes Dopant Location toward Efficient.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/491_Advanced Materials - 2020 - Liu - Amphipathic Side Chain of a Conjugated Polymer Optimizes Dopant Location toward Efficient/491_Advanced Materials - 2020 - Liu - Amphipathic Side Chain of a Conjugated Polymer Optimizes Dopant Location toward Efficient/pdf/491_Advanced Materials - 2020 - Liu - Amphipathic Side Chain of a Conjugated Polymer Optimizes Dopant Location toward Efficient.txt,text_mining_GPT_extended
PgBT(Ion)2gTT,donor−acceptor (D-A) conjugated backbone,mixed glycol/anionic sulfonate side chains,glycol and anionic,sodium 3-hydroxypropane-1-sulfonate,increase volumetric capacitance; cationic charge compensation,OECT,mixed ionic-electronic,61.31 ± 3.64 nm,20 μm,N/A,N/A,N/A,1.02 cm2·V−1·s−1,N/A,143 F·cm−3,145.33 F·cm−1·V−1·s−1,N/A,N/A,N/A,N/A,N/A,0.36 nm,1.8 nm,measured at 0.8 V vs Ag/AgCl,spin-coating at 2000 rpm,CHCl3,DMF,100 mM NaCl,OECT devices with Ag/AgCl gate,bimodal crystalline orientation,447_enhanced-organic-electrochemical-transistor-performance-of-donor-acceptor-conjugated-polymers-modified-with-hybrid.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/447_enhanced-organic-electrochemical-transistor-performance-of-donor-acceptor-conjugated-polymers-modified-with-hybrid/447_enhanced-organic-electrochemical-transistor-performance-of-donor-acceptor-conjugated-polymers-modified-with-hybrid/pdf/447_enhanced-organic-electrochemical-transistor-performance-of-donor-acceptor-conjugated-polymers-modified-with-hybrid.txt,text_mining_GPT_extended
PgBT(TriEG)2gTT,donor−acceptor (D-A) conjugated backbone,triethylene glycol monomethyl ether,glycol,triethylene glycol,increase volumetric capacitance,OECT,mixed ionic-electronic,59.72 ± 4.21 nm,20 μm,N/A,N/A,N/A,0.26 cm2·V−1·s−1,N/A,147 F·cm−3,39.37 F·cm−1·V−1·s−1,N/A,N/A,N/A,N/A,N/A,0.36 nm,1.8 nm,measured at 0.8 V vs Ag/AgCl,spin-coating at 2000 rpm,CHCl3,DMF,100 mM NaCl,OECT devices with Ag/AgCl gate,limited face-on stacking,447_enhanced-organic-electrochemical-transistor-performance-of-donor-acceptor-conjugated-polymers-modified-with-hybrid.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/447_enhanced-organic-electrochemical-transistor-performance-of-donor-acceptor-conjugated-polymers-modified-with-hybrid/447_enhanced-organic-electrochemical-transistor-performance-of-donor-acceptor-conjugated-polymers-modified-with-hybrid/pdf/447_enhanced-organic-electrochemical-transistor-performance-of-donor-acceptor-conjugated-polymers-modified-with-hybrid.txt,text_mining_GPT_extended
PgBT(F)2gTT,donor−acceptor (D-A) conjugated backbone,fluorine-functionalized side chains,fluorinated,N/A,N/A,OECT,mixed ionic-electronic,60.47 ± 5.50 nm,20 μm,N/A,N/A,N/A,1.03 cm2·V−1·s−1,N/A,121 F·cm−3,125.43 F·cm−1·V−1·s−1,N/A,N/A,N/A,N/A,N/A,0.36 nm,1.8 nm,measured at 0.8 V vs Ag/AgCl,spin-coating at 2000 rpm,CHCl3,N/A,100 mM NaCl,OECT devices with Ag/AgCl gate,bimodal crystal orientation,447_enhanced-organic-electrochemical-transistor-performance-of-donor-acceptor-conjugated-polymers-modified-with-hybrid.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/447_enhanced-organic-electrochemical-transistor-performance-of-donor-acceptor-conjugated-polymers-modified-with-hybrid/447_enhanced-organic-electrochemical-transistor-performance-of-donor-acceptor-conjugated-polymers-modified-with-hybrid/pdf/447_enhanced-organic-electrochemical-transistor-performance-of-donor-acceptor-conjugated-polymers-modified-with-hybrid.txt,text_mining_GPT_extended
p(1gNDI-T2),"naphthalene-1,4,5,8-tetracarboxylic-diimide-bithiophene backbone",branched ethylene glycol (EG) side chains,EG,1g,mixed charge transport,OECT,mixed ionic-electronic,N/A,5 μm,N/A,95.3 kDa,N/A,N/A,1.29 × 10−4 cm2 V−1 s−1,235.5 ± 25.5 F cm−3,30.8 ± 2.0 mF cm−1 V−1 s−1,N/A,N/A,N/A,N/A,semi-crystalline (retains crystals when wet),N/A,2.2 nm,0.1 mol L−1 NaCl,N/A,N/A,N/A,0.1 mol L−1 NaCl,interdigitated OECT channels gated with Ag/AgCl,virtually no passive swelling,481_Advanced Materials - 2024 - Surgailis - The Role of Side Chains and Hydration on Mixed Charge Transport in n%E2%80%90Type Polymer.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/481_Advanced Materials - 2024 - Surgailis - The Role of Side Chains and Hydration on Mixed Charge Transport in n%E2%80%90Type Polymer/481_Advanced Materials - 2024 - Surgailis - The Role of Side Chains and Hydration on Mixed Charge Transport in n%E2%80%90Type Polymer/pdf/481_Advanced Materials - 2024 - Surgailis - The Role of Side Chains and Hydration on Mixed Charge Transport in n%E2%80%90Type Polymer.txt,text_mining_GPT_extended
p(2gNDI-T2),"naphthalene-1,4,5,8-tetracarboxylic-diimide-bithiophene backbone",branched ethylene glycol (EG) side chains,EG,2g,mixed charge transport,OECT,mixed ionic-electronic,N/A,5 μm,N/A,49.9 kDa,N/A,N/A,9.83 × 10−4 cm2 V−1 s−1,168.4 ± 10.6 F cm−3,166.5 ± 26.6 mF cm−1 V−1 s−1,N/A,N/A,N/A,N/A,semi-crystalline (retains crystals when wet),N/A,N/A,0.1 mol L−1 NaCl,N/A,N/A,N/A,0.1 mol L−1 NaCl,interdigitated OECT channels gated with Ag/AgCl,∼6% passive swelling,481_Advanced Materials - 2024 - Surgailis - The Role of Side Chains and Hydration on Mixed Charge Transport in n%E2%80%90Type Polymer.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/481_Advanced Materials - 2024 - Surgailis - The Role of Side Chains and Hydration on Mixed Charge Transport in n%E2%80%90Type Polymer/481_Advanced Materials - 2024 - Surgailis - The Role of Side Chains and Hydration on Mixed Charge Transport in n%E2%80%90Type Polymer/pdf/481_Advanced Materials - 2024 - Surgailis - The Role of Side Chains and Hydration on Mixed Charge Transport in n%E2%80%90Type Polymer.txt,text_mining_GPT_extended
p(3gNDI-T2),"naphthalene-1,4,5,8-tetracarboxylic-diimide-bithiophene backbone",branched ethylene glycol (EG) side chains,EG,3g,mixed charge transport,OECT,mixed ionic-electronic,N/A,5 μm,N/A,40.7 kDa,N/A,N/A,4.76 × 10−4 cm2 V−1 s−1,156.5 ± 10.8 F cm−3,76.0 ± 26.6 mF cm−1 V−1 s−1,N/A,N/A,N/A,N/A,semi-crystalline (becomes amorphous when wet),N/A,2.6 nm,0.1 mol L−1 NaCl,N/A,N/A,N/A,0.1 mol L−1 NaCl,interdigitated OECT channels gated with Ag/AgCl,complete disappearance of the crystal signals,481_Advanced Materials - 2024 - Surgailis - The Role of Side Chains and Hydration on Mixed Charge Transport in n%E2%80%90Type Polymer.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/481_Advanced Materials - 2024 - Surgailis - The Role of Side Chains and Hydration on Mixed Charge Transport in n%E2%80%90Type Polymer/481_Advanced Materials - 2024 - Surgailis - The Role of Side Chains and Hydration on Mixed Charge Transport in n%E2%80%90Type Polymer/pdf/481_Advanced Materials - 2024 - Surgailis - The Role of Side Chains and Hydration on Mixed Charge Transport in n%E2%80%90Type Polymer.txt,text_mining_GPT_extended
p(4gNDI-T2),"naphthalene-1,4,5,8-tetracarboxylic-diimide-bithiophene backbone",branched ethylene glycol (EG) side chains,EG,4g,mixed charge transport,OECT,mixed ionic-electronic,N/A,5 μm,N/A,22.0 kDa,N/A,N/A,5.17 × 10−4 cm2 V−1 s−1,134.3 ± 10.5 F cm−3,73.7 ± 14.9 mF cm−1 V−1 s−1,N/A,N/A,N/A,N/A,semi-crystalline (becomes amorphous when wet),N/A,N/A,0.1 mol L−1 NaCl,N/A,N/A,N/A,0.1 mol L−1 NaCl,interdigitated OECT channels gated with Ag/AgCl,film hydrogelation,481_Advanced Materials - 2024 - Surgailis - The Role of Side Chains and Hydration on Mixed Charge Transport in n%E2%80%90Type Polymer.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/481_Advanced Materials - 2024 - Surgailis - The Role of Side Chains and Hydration on Mixed Charge Transport in n%E2%80%90Type Polymer/481_Advanced Materials - 2024 - Surgailis - The Role of Side Chains and Hydration on Mixed Charge Transport in n%E2%80%90Type Polymer/pdf/481_Advanced Materials - 2024 - Surgailis - The Role of Side Chains and Hydration on Mixed Charge Transport in n%E2%80%90Type Polymer.txt,text_mining_GPT_extended
P3HT,polythiophene,hexyl,alkyl,C6,N/A,OECT,mixed ionic-electronic,200 to 300 ± 50 nm,10 μm,N/A,"16,000 g/mol",N/A,2.7 × 10−2 ± 2.2 × 10−2 cm2 V−1 s−1,N/A,6 ± 5 F/cm3,N/A,N/A,N/A,N/A,N/A,crystalline,N/A,N/A,1 M KCl/KClO4/KPF6/KTFSI,spin-coating,anhydrous dichlorobenzene,N/A,"KCl, KClO4, KPF6, KTFSI (1 M)",interdigitated OECT w/ Ag/AgCl gate,high crystallinity,467_Electrochemical Science Adv - 2021 - Wagner - The combined influence of polythiophene side chains and electrolyte anions on.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/467_Electrochemical Science Adv - 2021 - Wagner - The combined influence of polythiophene side chains and electrolyte anions on/467_Electrochemical Science Adv - 2021 - Wagner - The combined influence of polythiophene side chains and electrolyte anions on/pdf/467_Electrochemical Science Adv - 2021 - Wagner - The combined influence of polythiophene side chains and electrolyte anions on.txt,text_mining_GPT_extended
